"sku","product_name","brand_as_listed","manufacturer_status","category","variant_or_unit","description_as_listed","source_url","source_photo","supplier_resource","confirmation_notes","checked_at"
"CHLK012","ProChalk Standard Marking Chalk — White 225g","Keson","Keson (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","White 225g","Applications include interior layout, rooﬁng, siding, and panelling. For interior or exterior use.","https://lyndons.com.au/products/tools-and-accessories-measuring-equipment-and-layout-tools/keson-prochalk-standard-marking-chalk","https://lyndons.com.au/media/cache/435x435_webp/1/3/2383/uifmPJ6XgP4t2750/chlk012.webp","","","2026-09-21"
"CHLK013","ProChalk Standard Marking Chalk — Blue 225g","Keson","Keson (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","Blue 225g","Applications include interior layout, rooﬁng, siding, and panelling. For interior or exterior use.","https://lyndons.com.au/products/tools-and-accessories-measuring-equipment-and-layout-tools/keson-prochalk-standard-marking-chalk","https://lyndons.com.au/media/cache/435x435_webp/1/3/2383/uifmPJ6XgP4t2750/chlk012.webp","","","2026-09-21"
"CHLK014","ProChalk Standard Marking Chalk — Blue 2250g","Keson","Keson (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","Blue 2250g","Applications include interior layout, rooﬁng, siding, and panelling. For interior or exterior use.","https://lyndons.com.au/products/tools-and-accessories-measuring-equipment-and-layout-tools/keson-prochalk-standard-marking-chalk","https://lyndons.com.au/media/cache/435x435_webp/1/3/2383/uifmPJ6XgP4t2750/chlk012.webp","","","2026-09-21"
"CHLK015","ProChalk Standard Marking Chalk — White 2250g","Keson","Keson (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","White 2250g","Applications include interior layout, rooﬁng, siding, and panelling. For interior or exterior use.","https://lyndons.com.au/products/tools-and-accessories-measuring-equipment-and-layout-tools/keson-prochalk-standard-marking-chalk","https://lyndons.com.au/media/cache/435x435_webp/1/3/2383/uifmPJ6XgP4t2750/chlk012.webp","","","2026-09-21"
"CHLK016","ProChalk High Visibility Marking Chalk — Yellow 225g","Keson","Keson (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","Yellow 225g","ProChalk® High Visibility which include our Glo-Orange and Yellow formulations for highly visible applications that will wear or wash away naturally in a few days. Exterior applications include corrections, plumbing, electrical, roofing, masonry.","https://lyndons.com.au/products/tools-and-accessories-measuring-equipment-and-layout-tools/keson-prochalk-high-visibility-marking-chalk","https://lyndons.com.au/media/cache/435x435_webp/1/3/2383/J2aCETZST9J1cDbP/chlk016.webp","","","2026-09-21"
"CHLK017","ProChalk High Visibility Marking Chalk — Orange 225g","Keson","Keson (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","Orange 225g","ProChalk® High Visibility which include our Glo-Orange and Yellow formulations for highly visible applications that will wear or wash away naturally in a few days. Exterior applications include corrections, plumbing, electrical, roofing, masonry.","https://lyndons.com.au/products/tools-and-accessories-measuring-equipment-and-layout-tools/keson-prochalk-high-visibility-marking-chalk","https://lyndons.com.au/media/cache/435x435_webp/1/3/2383/J2aCETZST9J1cDbP/chlk016.webp","","","2026-09-21"
"CHLK018","ProChalk High Visibility Marking Chalk — Orange 2250g","Keson","Keson (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","Orange 2250g","ProChalk® High Visibility which include our Glo-Orange and Yellow formulations for highly visible applications that will wear or wash away naturally in a few days. Exterior applications include corrections, plumbing, electrical, roofing, masonry.","https://lyndons.com.au/products/tools-and-accessories-measuring-equipment-and-layout-tools/keson-prochalk-high-visibility-marking-chalk","https://lyndons.com.au/media/cache/435x435_webp/1/3/2383/J2aCETZST9J1cDbP/chlk016.webp","","","2026-09-21"
"CHLK019","ProChalk High Visibility Marking Chalk — Yellow 2250g","Keson","Keson (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","Yellow 2250g","ProChalk® High Visibility which include our Glo-Orange and Yellow formulations for highly visible applications that will wear or wash away naturally in a few days. Exterior applications include corrections, plumbing, electrical, roofing, masonry.","https://lyndons.com.au/products/tools-and-accessories-measuring-equipment-and-layout-tools/keson-prochalk-high-visibility-marking-chalk","https://lyndons.com.au/media/cache/435x435_webp/1/3/2383/J2aCETZST9J1cDbP/chlk016.webp","","","2026-09-21"
"CHLK023","ProChalk ""Permanent"" Marking Chalk Red — 2250g","Keson","Keson (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","2250g","ProChalk Semi-Permanent for weather- and water-resistant lines that hit and stick for a long time but will eventually wear away naturally. Exterior applications include concrete layout, roofing, metal fabrication.","https://lyndons.com.au/products/tools-and-accessories-measuring-equipment-and-layout-tools/keson-prochalk-permanent-marking-chalk-red","https://lyndons.com.au/media/cache/435x435_webp/1/3/2383/RhudqIdDytU2n7U0/chlk023.webp","","","2026-09-21"
"CHLK020","ProChalk ""Permanent"" Marking Chalk Red — 225g","Keson","Keson (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","225g","ProChalk Semi-Permanent for weather- and water-resistant lines that hit and stick for a long time but will eventually wear away naturally. Exterior applications include concrete layout, roofing, metal fabrication.","https://lyndons.com.au/products/tools-and-accessories-measuring-equipment-and-layout-tools/keson-prochalk-permanent-marking-chalk-red","https://lyndons.com.au/media/cache/435x435_webp/1/3/2383/RhudqIdDytU2n7U0/chlk023.webp","","","2026-09-21"
"MFSFT","Kerb & Gutter Splayed Tool","MasterFinish","MasterFinish (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","Pack / unit: confirm with branch","A specialised tool used in concrete and masonry work, particularly for finishing and shaping the edges of kerbs and gutters. This tool is essential for creating smooth, precise edges on curbs and gutter channels, which are crucial for both functional drainage and aesthetic purposes.","https://lyndons.com.au/products/safety-ppe-hand-tools/kerb-gutter-splayed-tool","https://lyndons.com.au/media/cache/435x435_webp/0/3/2553/NcFBNZQuQDWYX00w/mfsft.webp","https://www.agpulie.com.au/DOWNLOADS","","2026-09-21"
"MFZI12","Jointer Brick Z-Ironer Zinc Plated — 12mm 1/2""","MasterFinish","MasterFinish (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","12mm 1/2""","Also known as a Z-iron jointer, is a specialised tool used in masonry to create and smooth the joints between bricks or masonry units. This tool is designed to produce a particular joint profile and finish, ensuring uniformity and enhancing the appearance of brickwork.","https://lyndons.com.au/products/safety-ppe-hand-tools/jointer-brick-z-ironer-zinc-plated","https://lyndons.com.au/media/cache/435x435_webp/0/0/2550/790UiXirLnU8tl9x/mfzi12.webp","https://www.agpulie.com.au/DOWNLOADS","","2026-09-21"
"MFZI16","Jointer Brick Z-Ironer Zinc Plated — 16mm 5/8""","MasterFinish","MasterFinish (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","16mm 5/8""","Also known as a Z-iron jointer, is a specialised tool used in masonry to create and smooth the joints between bricks or masonry units. This tool is designed to produce a particular joint profile and finish, ensuring uniformity and enhancing the appearance of brickwork.","https://lyndons.com.au/products/safety-ppe-hand-tools/jointer-brick-z-ironer-zinc-plated","https://lyndons.com.au/media/cache/435x435_webp/0/0/2550/790UiXirLnU8tl9x/mfzi12.webp","https://www.agpulie.com.au/DOWNLOADS","","2026-09-21"
"MFSJ","Jointer Brick Spoon Zinc Plated","MasterFinish","MasterFinish (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","Pack / unit: confirm with branch","Popular when finishing tight spots or vertical joints. Zinc plated","https://lyndons.com.au/products/safety-ppe-hand-tools/jointer-brick-spoon-zinc-plated","https://lyndons.com.au/media/cache/435x435_webp/1/4/2554/19VESIF4PwDKzJZJ/mfsj.webp","https://www.agpulie.com.au/DOWNLOADS","","2026-09-21"
"HOSE203","Hose Garden Mate 12mm x 30m Fittings & Pistol","Brand not listed","Not identified by the source","Tools & equipment","Pack / unit: confirm with branch","Fittings included. Superior UV resistance
Strong PVC is designed to last and withstand tough environments
12mm diameter and working pressure of 700 kpa
Meets Australian standard AS 2620","https://lyndons.com.au/products/tools-and-accessories-cleaning-and-maintenance-products-tools-and-equipment/hose-garden-mate-12mm-x-30m-fittings-pistol","https://lyndons.com.au/media/cache/435x435_webp/2/7/2447/hH3I1nd1bV7n3ZyK/hose203.webp","","No brand is identified on the source listing.","2026-09-21"
"HOSE902","Hose Fitting Repairer 12mm","Brand not listed","Not identified by the source","Tools & equipment","Pack / unit: confirm with branch","RX Rims Garden hose fittings are constructed from UV stabilised polymer and have three internal lugs ensuring a positive connection. These fittings are compatible with Gardena and other quality click on garden hose fittings.","https://lyndons.com.au/products/tools-and-accessories-accessories-and-replacements/hose-fitting-repairer-12mm","https://lyndons.com.au/media/cache/435x435_webp/0/8/2448/em0c6pKq2HfowVdH/hose902.webp","","No brand is identified on the source listing.","2026-09-21"
"HOSE903","Hose Fitting Connector Tail","Brand not listed","Not identified by the source","Tools & equipment","Pack / unit: confirm with branch","RX Rims Garden hose fittings are constructed from UV stabilised polymer and have three internal lugs ensuring a positive connection. These fittings are compatible with Gardena and other quality click on garden hose fittings.","https://lyndons.com.au/products/tools-and-accessories-accessories-and-replacements/hose-fitting-connector-tail","https://lyndons.com.au/media/cache/435x435_webp/0/3/1563/8APSogHmQ9Uy9Q5O/hose903.webp","","No brand is identified on the source listing.","2026-09-21"
"HOSE905","Hose Fitting Basic Garden Set 12mm","Brand not listed","Not identified by the source","Tools & equipment","Pack / unit: confirm with branch","RX Rims Garden hose fittings are constructed from UV stabilised polymer and have three internal lugs ensuring a positive connection. These fittings are compatible with Gardena and other quality click on garden hose fittings.","https://lyndons.com.au/products/tools-and-accessories-accessories-and-replacements/hose-fitting-basic-garden-set-12mm","https://lyndons.com.au/media/cache/435x435_webp/1/1/1561/6xEwDF2eeYfGX4Eu/hose905.webp","","No brand is identified on the source listing.","2026-09-21"
"HOSE904","Hose Fitting Adjustable Nozzle 12mm","Brand not listed","Not identified by the source","Tools & equipment","Pack / unit: confirm with branch","RX Rims Garden hose fittings are constructed from UV stabilised polymer and have three internal lugs ensuring a positive connection. These fittings are compatible with Gardena and other quality click on garden hose fittings.","https://lyndons.com.au/products/tools-and-accessories-accessories-and-replacements/hose-fitting-adjustable-nozzle-12mm","https://lyndons.com.au/media/cache/435x435_webp/1/9/2449/wgYekcXIHgmuWMCd/hose904.webp","","No brand is identified on the source listing.","2026-09-21"
"HOSE906","Hose Fitting 2 End Coupler 12mm","Brand not listed","Not identified by the source","Tools & equipment","Pack / unit: confirm with branch","RX Rims Garden hose fittings are constructed from UV stabilised polymer and have three internal lugs ensuring a positive connection. These fittings are compatible with Gardena and other quality click on garden hose fittings.","https://lyndons.com.au/products/tools-and-accessories-accessories-and-replacements/hose-fitting-2-end-coupler-12mm","https://lyndons.com.au/media/cache/435x435_webp/2/0/2450/yZjcbrLP7BRY2gSj/hose906.webp","","No brand is identified on the source listing.","2026-09-21"
"HOSE202","Hose 12mm x 30m Reinforced Unfitted","Brand not listed","Not identified by the source","Tools & equipment","Pack / unit: confirm with branch","No Fittings. Superior UV resistance
Strong PVC is designed to last and withstand tough environments
12mm diameter and working pressure of 700 kpa
Meets Australian standard AS 2620","https://lyndons.com.au/products/tools-and-accessories-cleaning-and-maintenance-products-tools-and-equipment/hose-12mm-x-30m-reinforced-unfitted","https://lyndons.com.au/media/cache/435x435_webp/0/1/2451/K6kiFFI9aOzTKLgo/hose202.webp","","No brand is identified on the source listing.","2026-09-21"
"BLTC401","HIT Rebar Cutter Bender","Brand not listed","Not identified by the source","Tools & equipment","Pack / unit: confirm with branch","Unique two in one combination tool, designed for cutting and bending of concrete reinforcing rods up to 180°
Drop forged, heat treated jaws made from high grade alloy steel
Shear cut blades cut and bend grade 60 rebar to 90° or 180°
Extra-long tubular steel handles provide enough leverage to make for easy cutting and bending
Features pre cast holes for permanent mounting to any work surface for complete one handed operation","https://lyndons.com.au/products/safety-ppe-hand-tools/hit-rebar-cutter-bender","https://lyndons.com.au/media/cache/435x435_webp/2/5/2555/PbwPvxLsTwbdt5lu/bltc401.webp","","No brand is identified on the source listing.","2026-09-21"
"MFSF1067","Handle Telescopic Half Length Aluminium 1067","MasterFinish","MasterFinish (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","Pack / unit: confirm with branch","Widely used for many floating and finishing jobs, enabling the work to be achieved from a standing position, external from the concrete slab.
The inside tube is grooved. A pin penetrates this groove. This allows the twisting action the operator applies to the handle to be transferred to the floor.","https://lyndons.com.au/products/safety-ppe-hand-tools/handle-telescopic-half-length-aluminium-1067","https://lyndons.com.au/media/cache/435x435_webp/0/6/2556/Q929wFxPz0sxgibj/mfsf1067.webp","https://www.agpulie.com.au/DOWNLOADS","","2026-09-21"
"MFSF1076E","Handle Removable Clip-On Steel Tube Adaptor","MasterFinish","MasterFinish (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","Pack / unit: confirm with branch","Swaged Adaptor including pin","https://lyndons.com.au/products/tools-and-accessories-accessories-and-replacements/handle-removable-clip-on-steel-tube-adaptor","https://lyndons.com.au/media/cache/435x435_webp/1/7/2557/NgQUqoRyzn9xJyIW/mfsf1076e.webp","https://www.agpulie.com.au/DOWNLOADS","","2026-09-21"
"TLH40","Handle Push Button 1.8m long","Brand not listed","Not identified by the source","Tools & equipment","Pack / unit: confirm with branch","Applicable for floating and finishing jobs enabling the work to be achieved from a standing position external from the concrete slab.","https://lyndons.com.au/products/safety-ppe-hand-tools/handle-push-button-1-8m-long","https://lyndons.com.au/media/cache/435x435_webp/0/2/1422/mqOoFDgDBXXxLYDT/tlh40.webp","","No brand is identified on the source listing.","2026-09-21"
"MFLH40","Handle Clip Together 1.8m","MasterFinish","MasterFinish (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","Pack / unit: confirm with branch","The MasterFinish MFLH40 spring clip allows user to connect multiple poles together to achieve the desired length.","https://lyndons.com.au/products/safety-ppe-hand-tools/handle-clip-together-1-8m","https://lyndons.com.au/media/cache/435x435_webp/2/8/2558/IvpuZUl347kl7BAw/mflh40.webp","https://www.agpulie.com.au/DOWNLOADS","","2026-09-21"
"TLHA1","Handle Adaptor 25.4mm (1"")","Topline","Topline (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","Pack / unit: confirm with branch","Topline adaptor enables concrete tools manufactured by other suppliers to be used on your Topline push button and telescopic handles","https://lyndons.com.au/products/safety-ppe-hand-tools/handle-adaptor-25-4mm-1","https://lyndons.com.au/media/cache/435x435_webp/0/8/1428/9I2lNaTffkqrzd3M/tlha1.webp","","","2026-09-21"
"BELT14325","Hammer Frog Black 70mm (width) x 120mm (length)","Buckaroo","Buckaroo (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","Pack / unit: confirm with branch","Designed to hold a claw hammer or any larger head hammer.
The welded metal piece allows for the hammer to be more secure.","https://lyndons.com.au/products/tools-and-accessories-accessories-and-replacements/hammer-frog-black-70mm-width-x-120mm-length","https://lyndons.com.au/media/cache/435x435_webp/0/1/2481/2zxfV0GzGYC9WndP/belt14325.webp","","","2026-09-21"
"GUN001","Sausage Caulking Gun for 600ml capacity","Brand not listed","Not identified by the source","Bonding & sealants","Pack / unit: confirm with branch","This durable aluminium alloy sausage gun is designed to fit silicone, gap filler, adhesive cartridges and sausages, distributing the material evenly with a smooth trigger action. It's lightweight, features a durable aluminium alloy body","https://lyndons.com.au/products/bonding-sealants-bonding-sealing-accessories/sausage-caulking-gun-for-600ml-capacity","https://lyndons.com.au/media/cache/435x435_webp/0/9/2559/eUmtpI72xytvaoKK/gun001.webp","","No brand is identified on the source listing.","2026-09-21"
"EXFPFTWG74","Walking Groover Adaptor Supplied — 160mm x 150mm x 20mm","Brand not listed","Not identified by the source","Tools & equipment","160mm x 150mm x 20mm","A Walking Groover is used on fresh concrete to form a dent to assist with the control of cracking with the convenience of not having to kneel over the work area to control the tool.
Dummy joint walking groover with aluminium fitting for casting dummy joints through slabs while standing. Light and durable with greater resistance to corrosion than standard groovers. Clip fitting for push-button extension poles.","https://lyndons.com.au/products/safety-ppe-hand-tools/walking-groover-adaptor-supplied","https://lyndons.com.au/media/cache/435x435_webp/2/5/1505/FGJAh5nekFRI6drK/exfpftwg76.webp","","No brand is identified on the source listing.","2026-09-21"
"EXFPFTWG76","Walking Groover Adaptor Supplied — 160mm x 75mm x 20mm","Brand not listed","Not identified by the source","Tools & equipment","160mm x 75mm x 20mm","A Walking Groover is used on fresh concrete to form a dent to assist with the control of cracking with the convenience of not having to kneel over the work area to control the tool.
Dummy joint walking groover with aluminium fitting for casting dummy joints through slabs while standing. Light and durable with greater resistance to corrosion than standard groovers. Clip fitting for push-button extension poles.","https://lyndons.com.au/products/safety-ppe-hand-tools/walking-groover-adaptor-supplied","https://lyndons.com.au/media/cache/435x435_webp/2/5/1505/FGJAh5nekFRI6drK/exfpftwg76.webp","","No brand is identified on the source listing.","2026-09-21"
"TLFP1","Groover Picture Frame Tool Walking 15mm Groove — 200mm x 175mm","Brand not listed","Not identified by the source","Tools & equipment","200mm x 175mm","Designed to create tooled contraction joints in wet concrete. The stainless steel groover is designed to connect directly to a bullfloat pole to enable the operator to tool joints from the edge of the concrete in a standing position. Walking groovers are especially useful for tooling joints in larger spans of concrete such as driveways and crossovers.","https://lyndons.com.au/products/safety-ppe-hand-tools/groover-picture-frame-tool-walking-15mm-groove","","","No brand is identified on the source listing. The source does not provide a product photo.","2026-09-21"
"TLFP2","Groover Picture Frame Tool Walking 15mm Groove — 175mm x 150mm","Brand not listed","Not identified by the source","Tools & equipment","175mm x 150mm","Designed to create tooled contraction joints in wet concrete. The stainless steel groover is designed to connect directly to a bullfloat pole to enable the operator to tool joints from the edge of the concrete in a standing position. Walking groovers are especially useful for tooling joints in larger spans of concrete such as driveways and crossovers.","https://lyndons.com.au/products/safety-ppe-hand-tools/groover-picture-frame-tool-walking-15mm-groove","","","No brand is identified on the source listing. The source does not provide a product photo.","2026-09-21"
"TLPF5H","Hand Groover Picture Frame Tool 175mm x 150mm 15mm Groove","Brand not listed","Not identified by the source","Tools & equipment","Pack / unit: confirm with branch","Concrete groovers or jointers are used to cut contraction or control joints into fresh concrete. By placing a control joint in the concrete it helps control where the concrete will crack.","https://lyndons.com.au/products/safety-ppe-hand-tools/hand-groover-picture-frame-tool-175mm-x-150mm-15mm-groove","https://lyndons.com.au/media/cache/435x435_webp/0/3/1443/jeD0NLKyn5Pvu0Q4/tlpf5h.webp","","No brand is identified on the source listing.","2026-09-21"
"TLSSE","Groover Hand Safety Step Tool 150mm x 115mm x 6mm","Brand not listed","Not identified by the source","Tools & equipment","Pack / unit: confirm with branch","High quality stainless steel hand safety groover for insetting along an edge. Anti-crack Sure Grip handle.","https://lyndons.com.au/products/safety-ppe-hand-tools/groover-hand-safety-step-tool-150mm-x-115mm-x-6mm","https://lyndons.com.au/media/cache/435x435_webp/1/0/2560/wusnJiPrcONI70RU/tlsse.webp","","No brand is identified on the source listing.","2026-09-21"
"MFSF219W","Walking Float Carbon Steel — 150mm x 380mm 219W","MasterFinish","MasterFinish (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","150mm x 380mm 219W","These are dedicated walking floats, edgers and jointers and are made to be used with either a 1076 or 1067 telescopic pole or a 588 clip handle","https://lyndons.com.au/products/safety-ppe-hand-tools/walking-float-carbon-steel","https://lyndons.com.au/media/cache/435x435_webp/2/1/2561/hdh7Nw7ndHal4Uze/mfsf219w.webp","https://www.agpulie.com.au/DOWNLOADS","","2026-09-21"
"MFSF209W","Walking Float Carbon Steel — 160mm x 210mm","MasterFinish","MasterFinish (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","160mm x 210mm","These are dedicated walking floats, edgers and jointers and are made to be used with either a 1076 or 1067 telescopic pole or a 588 clip handle","https://lyndons.com.au/products/safety-ppe-hand-tools/walking-float-carbon-steel","https://lyndons.com.au/media/cache/435x435_webp/2/1/2561/hdh7Nw7ndHal4Uze/mfsf219w.webp","https://www.agpulie.com.au/DOWNLOADS","","2026-09-21"
"MFSF209","Float Stainless Steel 210mm x 160mm","MasterFinish","MasterFinish (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","Pack / unit: confirm with branch","Stainless Steel Float. Used to ‘rub up’ a concrete floor prior to steel trowelling, to work in coloured dry shake or create a ‘cove’ or ‘stipple’ finish.
They produce a textured finish smoother than a wood float, which suits outdoor paving applications.
The floats feature a long-wearing robust steel blade that is turned up all round.","https://lyndons.com.au/products/safety-ppe-hand-tools/float-stainless-steel-210mm-x-160mm","https://lyndons.com.au/media/cache/435x435_webp/0/2/2562/B01Tl0hvka4cXySO/mfsf209.webp","https://www.agpulie.com.au/DOWNLOADS","","2026-09-21"
"NELA01304","Float Aluminium Straight Edge Derby — 1000mm x 95mm 1304","Brand not listed","Not identified by the source","Tools & equipment","1000mm x 95mm 1304","A Heavy-duty straight edge tool designed for professional use in screeding walls and straightening uneven surfaces. Constructed from high-quality European grade aluminum, this darby offers both rigidity and lightweight convenience, ensuring durability and ease of use in demanding applications.","https://lyndons.com.au/products/safety-ppe-hand-tools/float-aluminium-straight-edge-derby","https://lyndons.com.au/media/cache/435x435_webp/2/4/2564/tVkzu2w6NI32ODWM/nela01304.webp","","No brand is identified on the source listing.","2026-09-21"
"NELA01306","Float Aluminium Straight Edge Derby — 2000mm x 95mm","Brand not listed","Not identified by the source","Tools & equipment","2000mm x 95mm","A Heavy-duty straight edge tool designed for professional use in screeding walls and straightening uneven surfaces. Constructed from high-quality European grade aluminum, this darby offers both rigidity and lightweight convenience, ensuring durability and ease of use in demanding applications.","https://lyndons.com.au/products/safety-ppe-hand-tools/float-aluminium-straight-edge-derby","https://lyndons.com.au/media/cache/435x435_webp/2/4/2564/tVkzu2w6NI32ODWM/nela01304.webp","","No brand is identified on the source listing.","2026-09-21"
"NELA01307","Float Aluminium Straight Edge Derby — 2500mm x 95mm","Brand not listed","Not identified by the source","Tools & equipment","2500mm x 95mm","A Heavy-duty straight edge tool designed for professional use in screeding walls and straightening uneven surfaces. Constructed from high-quality European grade aluminum, this darby offers both rigidity and lightweight convenience, ensuring durability and ease of use in demanding applications.","https://lyndons.com.au/products/safety-ppe-hand-tools/float-aluminium-straight-edge-derby","https://lyndons.com.au/media/cache/435x435_webp/2/4/2564/tVkzu2w6NI32ODWM/nela01304.webp","","No brand is identified on the source listing.","2026-09-21"
"MFFC125","Flexible Cutter 125","MasterFinish","MasterFinish (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","Pack / unit: confirm with branch","MasterFinish Flexible Cutter 125. The blade is made from a flexible spring steel and the tool is used to cut and scrape spraycrete to desired shape in swimming pools and similar applications.","https://lyndons.com.au/products/safety-ppe-hand-tools/flexible-cutter-125","https://lyndons.com.au/media/cache/435x435_webp/0/5/2565/ds5M7hjOFsqL0mZC/mffc125.webp","https://www.agpulie.com.au/DOWNLOADS","","2026-09-21"
"EXFP10471","Finishing Broom 900mm CLIP/FBA — Firm FBAFC9","Brand not listed","Not identified by the source","Tools & equipment","Firm FBAFC9","Aluminium finishing broom for creating a textured surface on freshly laid concrete. Replaceable filament inserts. 900 mm width. Clip fitting for push-button extension poles.","https://lyndons.com.au/products/safety-ppe-hand-tools/finishing-broom-900mm-clip-fba","https://lyndons.com.au/media/cache/435x435_webp/1/6/2566/4jIWqZELYqOBuR1c/exfp10471.webp","","No brand is identified on the source listing.","2026-09-21"
"EXFP10472","Finishing Broom 900mm CLIP/FBA — Horse Hair FBAHC9","Brand not listed","Not identified by the source","Tools & equipment","Horse Hair FBAHC9","Aluminium finishing broom for creating a textured surface on freshly laid concrete. Replaceable filament inserts. 900 mm width. Clip fitting for push-button extension poles.","https://lyndons.com.au/products/safety-ppe-hand-tools/finishing-broom-900mm-clip-fba","https://lyndons.com.au/media/cache/435x435_webp/1/6/2566/4jIWqZELYqOBuR1c/exfp10471.webp","","No brand is identified on the source listing.","2026-09-21"
"EXFP10470","Finishing Broom 900mm CLIP/FBA — Medium FBAMC9","Brand not listed","Not identified by the source","Tools & equipment","Medium FBAMC9","Aluminium finishing broom for creating a textured surface on freshly laid concrete. Replaceable filament inserts. 900 mm width. Clip fitting for push-button extension poles.","https://lyndons.com.au/products/safety-ppe-hand-tools/finishing-broom-900mm-clip-fba","https://lyndons.com.au/media/cache/435x435_webp/1/6/2566/4jIWqZELYqOBuR1c/exfp10471.webp","","No brand is identified on the source listing.","2026-09-21"
"EXFP10469","Finishing Broom 900mm CLIP/FBA — Soft FBASC9","Brand not listed","Not identified by the source","Tools & equipment","Soft FBASC9","Aluminium finishing broom for creating a textured surface on freshly laid concrete. Replaceable filament inserts. 900 mm width. Clip fitting for push-button extension poles.","https://lyndons.com.au/products/safety-ppe-hand-tools/finishing-broom-900mm-clip-fba","https://lyndons.com.au/media/cache/435x435_webp/1/6/2566/4jIWqZELYqOBuR1c/exfp10471.webp","","No brand is identified on the source listing.","2026-09-21"
"NIPS160","End Cutting Nipper Holster - Metal Primax","Brand not listed","Not identified by the source","Tools & equipment","Pack / unit: confirm with branch","The primax end nip holder is a great addition to your tool belt. The wireframe holster will suit most types of end nippers; Simply insert the head of the end nippers perpendicular to the holster and let them drop to your side. The holster will clip onto any work belt or even the waistband of your clothing.","https://lyndons.com.au/products/tools-and-accessories-accessories-and-replacements/end-cutting-nipper-holster-metal-primax","https://lyndons.com.au/media/cache/435x435_webp/1/2/2482/UGkdcl3euUgUOSyn/nips160.webp","","No brand is identified on the source listing.","2026-09-21"
"MFSE1020","Edging Tool External Corners S/S 1020","MasterFinish","MasterFinish (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","Pack / unit: confirm with branch","Plasterer’s internal and external corner tools have a stainless steel blade formed to the traditional pencil round.","https://lyndons.com.au/products/safety-ppe-hand-tools/edging-tool-external-corners-s-s-1020","https://lyndons.com.au/media/cache/435x435_webp/2/7/2567/6f4fqWmA4QsE1yvg/mfse1020.webp","https://www.agpulie.com.au/DOWNLOADS","","2026-09-21"
"TLE24","Walking Edger 240mm x 155mm — 6mm R/Groove","Topline","Topline (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","6mm R/Groove","360 Degree Walking Edger from Topline reduces your bending and time for this task. Lock into position desired or required angle","https://lyndons.com.au/products/safety-ppe-hand-tools/walking-edger-240mm-x-155mm","https://lyndons.com.au/media/cache/435x435_webp/2/7/1427/JIgVYNY5XSyl7rjd/tle24.webp","","","2026-09-21"
"TLE25","Walking Edger 240mm x 155mm — 12mm R/Groove","Topline","Topline (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","12mm R/Groove","360 Degree Walking Edger from Topline reduces your bending and time for this task. Lock into position desired or required angle","https://lyndons.com.au/products/safety-ppe-hand-tools/walking-edger-240mm-x-155mm","https://lyndons.com.au/media/cache/435x435_webp/2/7/1427/JIgVYNY5XSyl7rjd/tle24.webp","","","2026-09-21"
"TLE26","Walking Edger 240mm x 155mm — 20mm R/Groove","Topline","Topline (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","20mm R/Groove","360 Degree Walking Edger from Topline reduces your bending and time for this task. Lock into position desired or required angle","https://lyndons.com.au/products/safety-ppe-hand-tools/walking-edger-240mm-x-155mm","https://lyndons.com.au/media/cache/435x435_webp/2/7/1427/JIgVYNY5XSyl7rjd/tle24.webp","","","2026-09-21"
